label,balanced_sms
spam,winner u specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810
spam,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4net
spam,congratulations ur awarded either 500 cd gift vouchers free entry 2 100 weekly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
spam,themobyo yo yohere comes new selection hot downloads members get free click open next link sent ur fone
spam,private 2003 account statement 07808247860 shows 800 unredeemed points call 08719899229 identifier code 40411 expires 061104
ham,let know changes next 6hrs even appendix age range however impossible chill let know 6hrs
spam,gsoh good spam ladiesu could b male gigolo 2 join uks fastest growing mens club reply oncall mjzgroup 087143423992stop reply stop msg150rcvd
ham,one teach ship cars
spam,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,stupidits possible
spam,u 447801259231 secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094597
spam,80488 500 free text messages valid 31 december 2005
ham,later guess needa mcat study
spam,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hours
spam,marvel mobile play official ultimate spiderman game 450 ur mobile right text spider 83338 game send u free 8ball wallpaper
spam,urgent trying contact u todays draw shows 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
ham,lol mad first woke gave
spam,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop
ham,hey darlin pick u college u tell wen 2 mt love pete xx
spam,u subscribed best mobile content service uk 3 per ten days send stop 83435 helpline 08706091795
spam,want 750 anytime network mins 150 text new video phone five pounds per week call 08000776320 reply delivery tomorrow
ham,samus shoulders yet
ham,mum ask buy food home
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
spam,call freephone 0800 542 0578
spam,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd 25p optout txt stop 83021 reply date
spam,donate 250 unicefs asian tsunami disaster support fund texting donate 864233 250 added next bill
ham,im great aunts anniversary party tarpon springs
ham,sorry roommates took forever ok come
spam,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charges refundedthis call free bt landline
ham,merry christmas u annie
spam,urgent mobile 2000 bonus caller prize 020603 2nd attempt reach call 09066362220 asap box97n7qp 150ppm
ham,youre still maybe leave credit card get gas get back like told
spam,valued vodafone customer computer picked win 150 prize collect easy call 09061743386
spam,want new video phone 750 anytime network mins half price line rental free text 3 months reply call 08000930705 free delivery
ham,e timing go w u lor
ham,hurting n meaningful lines ever compromised everything love
ham,thread wishlist section forums ppl post nitro requests start last page collect bottom
spam,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
spam,customer loyalty offerthe new nokia6650 mobile 10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
spam,1000s flirting txt girl bloke ur name age eg girl zoe 18 8007 join get chatting
ham,im used hope agents dont drop since ive booked things year whole boston nyc experiment
spam,u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901
ham,im love im excited day spend make happy
spam,please call customer service representative freephone 0808 145 4742 9am11pm guaranteed 1000 cash 5000 prize
ham,engalnd telly decided wont let watch mia elliot kissing damn
spam,simpsons movie released july 2007 name band died start film agreen day bblue day cred day send b c
spam,todays offer claim ur 150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 300 sub 16 unsub reply x
ham,okie
spam,urgent mobile number awarded 2000 bonus caller prize call 09058095201 land line valid 12hrs
ham,k happen tonight
spam,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise of2000 cash 18only opt txt x 07786200117
ham,get class bsn like ltgt minutes know advising
spam,guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php
ham,hi durban still number
ham,never wanted tell im short onedge late
ham,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
ham,take post come must 1000s texts happy reading one wiv hello caroline end favourite bless
spam,getting touch folks waiting company txt back name age opt enjoy community 150psms
spam,1000 cash 2000 prize claim call09050000327
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,change fb jaykwon thuglyfe falconerf
spam,free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382 call2optout674
ham,clothes jewelry trips
ham,see half hour
spam,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
spam,free 1st week no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mates zed pobox 36504 w45wq norm150ptone 16
spam,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
ham,dear got ltgt dollars hi hi
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
ham,mum going robinson already
spam,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
ham,well keep mind ive got enough gas one round trip barring sudden influx cash
spam,romantic paris 2 nights 2 flights 79 book 4 next year call 08704439680tscs apply
ham,wrong phone phone answer one assume people dont well
ham,cos lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
spam,get garden ready summer free selection summer bulbs seeds worth 3350 scotsman saturday stop go2 notxtcouk
ham,hi kate u give ring asap xxx
spam,last chance 2 claim ur 150 worth discount voucherstext yes 85023 nowsavamobmember offers mobile cs 08717898035 300 sub 16 remove txt x stop
spam,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
spam,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
ham,wats da model num ur phone
ham,know ltgt ill around 5
ham,webpage available
spam,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx
ham,dear good morning feeling dear
ham,real baby want bring inner tigress
spam,win year supply cds 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3
ham,arun u transfr amt
spam,dont prize go another customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back busy
spam,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
ham,ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read
spam,free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv
spam,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo
ham,sorry ill call later
ham,wanna gym
spam,thanks 4 continued support question week enter u in2 draw 4 100 cash name new us president txt ans 80082
ham,yup anything lor u dun wan ok
ham,horrible u eat macs eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat
ham,ok thats great thanx lot
ham,lol real told dad cancer
ham,u early
ham,omg want scream weighed lost weight woohoo
spam,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
spam,money wining number 946 wot next
spam,mobile club choose top quality items mobile 7cfca1a
ham,tell u headache want use 1 hour sick time
ham,consider walls bunkers shit important never play peaceful guess place high enough dont matter
ham,told hr want posting chennaibecause im working
ham,friendship game play word say doesnt start march ends may tomorrow yesterday today e
ham,please send auntys number
spam,moby pub quizwin 100 high street prize u know new duchess cornwall txt first name 82277unsub stop 150 008704050406 sp
spam,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs apply
spam,win urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,yup ive finished c
ham,whos class
spam,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
ham,like ltgt question
spam,mobile 11 months u r entitled update latest colour mobiles camera free call mobile update co free 08002986030
ham,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat
spam,88800 89034 premium phone services call 08718711108
ham,appt lttimegt fault u dont listen told u twice
ham,feb ltgt love u day send dis ur valued frnds evn 3 comes back ull gt married person u luv u ignore dis u lose ur luv 4 evr
ham,one interested may business plan
ham,c movie juz last minute decision mah juz watch 2 lar tot interested
ham,whats ur pin
spam,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs 150
ham,ltgt k oh send home sale
spam,urgent trying contact u todays draw shows 800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm
spam,free entry 250 weekly comp send word enter 84128 18 tc wwwtextcompcom cust care 08712405020
ham,evo download flash jealous
ham,seeking lady street freak sheets
ham,yeah gang ready
ham,kkgoodstudy well
ham,plz tell ans bslvyl sent via fullonsmscom
ham,good morning plz call sir
spam,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
spam,oh god ive found number im glad text back xafter msgs cst std ntwk chg 150
spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
ham,plural noun research
ham,nicenicehow working
spam,january male sale hot gay chat cheaper call 08709222922 national rate 15pmin cheap 78pmin peak stop texts call 08712460324 10pmin
spam,double mins double txt 12 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optoutlf56
ham,yes many sweets
spam,loan purpose 500 75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
spam,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
ham,jokin lar depends phone father get lor
spam,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 150 sptyrone
spam,win newest harry potter order phoenix book 5 reply harry answer 5 questions chance first among readers
ham,jay told already
ham,know god created gap fingers one made comes amp fills gaps holding hand love
spam,449071512431 urgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
spam,mobile 11 months u r entitled update latest colour mobiles camera free call mobile update co free 08002986030
ham,im meeting call later
ham,hav almost reached call unable connect u
ham,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom
spam,kit strip billed 150p netcollex ltd po box 1013 ig11 oja
ham,standing
ham,daddy take good care
ham,wifehow knew time murder exactly
spam,message important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
ham,babe goes day sip cappuccino think love send kiss across sea
ham,ill talk others probably come early tomorrow
ham,tick tick tick could die loneliness know pouts stomps feet need
ham,yes ammaelife takes lot turns sit try hold steering
ham,hello hun ru way im good 2 dates guy met walkabout far meet soon hows everyone else
ham,well leave class babe never came back hope nice sleep love
spam,freemsg todays day ready im horny live town love sex fun games netcollex ltd 08700621170150p per msg reply stop end
spam,urgent mobile 07xxxxxxxxx 2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
ham,fact youre cleaning shows know im upset priority constantly want
spam,freemsg claim ur 250 sms messagestext ok 84025 nowuse web2mobile 2 ur mates etc join txt250com 150pwk tc box139 la32wu 16 remove txtx stop
spam,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call 09061104283 tscs wwwsmsconet 150pm approx 3mins
ham,therell minor shindig place later tonight interested
ham,well welp sort semiobscure internet thing
spam,urgent important information 02 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
ham,get ten billion calls texts help god
spam,valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066368470
spam,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop 80062
spam,88066 lost 12 help
spam,bored housewives chat n date 08717507711 btnational rate 10pmin landlines
ham,hey around ive got enough half ten owe
spam,22 146tf150p
ham,u wana see
ham,call didnt see facebook huh
spam,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
ham,trying find chinese food place around
ham,look fuckin time fuck think
spam,natalja 25f inviting friend reply yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468
ham,got gas money chance gang want go grand nature adventure
spam,one registered subscribers u enter draw 4 100 gb gift voucher replying enter unsubscribe text stop
spam,valentines day special win 1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201
spam,selected stay 1 250 top british hotels nothing holiday worth 350 claim call london 02072069400 bx 526 sw73ss
ham,emailed yifeng part oredi get fr
ham,ill give plus said grinule greet whenever speak
spam,ur hmv quiz cashbalance currently 500 maximize ur cashin send hmv1 86688 150pmsg
ham,hi dear saw dear happy battery low
ham,like think theres always possibility pub later
spam,urgent ur awarded complimentary trip eurodisinc trav acoentry41 1000 claim txt dis 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj
spam,chance win free bluetooth headset simply reply back adp
ham,hey loverboy love tell look picture ache feel legs fuck want need crave
ham,means got epi shes fine shes
spam,private 2003 account statement 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
ham,oh yeah clearly fault
ham,oooh bed ridden ey thinking
ham,went fast asleep deartake care
spam,dear 0776xxxxxxx uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
spam,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
ham,guy gets used dumb realize
spam,jamster get free wallpaper text heart 88888 tc apply 16 need help call 08701213186
ham,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone
spam,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tcs
spam,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
spam,natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468
spam,xxxmobilemovieclub use credit click wap link next txt message click httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
ham,rightio 1148 well arent bright early morning
ham,hmm well night night
ham,ofcourse also upload songs
ham,hurry ive weeddeficient like three days
ham,im realy soz imat mums 2nite 2moro
spam,bank granite issues strongbuy explosive pick members 300 nasdaq symbol cdgt 500 per
spam,private 2003 account statement shows 800 unredeemed points call 08715203652 identifier code 42810 expires 29100
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
spam,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative 08714712394 10am7pm
ham,loosu go hospital de dont let careless
spam,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1
spam,400 xmas reward waiting computer randomly picked loyal mobile customers receive 400 reward call 09066380611
ham,dunno u ask
ham,really hows masters
spam,lyricalladie21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
spam,private 2004 account statement 07742676969 shows 786 unredeemed bonus points claim call 08719180248 identifier code 45239 expires
ham,well might come
spam,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18
spam,todays voda numbers ending 7548 selected receive 350 award match please call 08712300220 quoting claim code 4041 standard rates app
spam,dear voucher holder claim weeks offer pc please go httpwwwwtlpcouktext tscs apply
spam,hear new divorce barbie comes kens stuff
spam,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
ham,ya nice ready thursday
ham,party alex nichols
ham,happen
spam,tells u 2 call 09066358152 claim 5000 prize u 2 enter ur mobile personal details prompts careful
ham,hi hope good day better night
ham,except theres chick huge boobs
ham,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statements 4 acc
ham,cant dont number
spam,awarded sipix digital camera call 09061221061 landline delivery within 28days cs box177 m221bp 2yr warranty 150ppm 16 p p399
spam,valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066364589
spam,dear 0776xxxxxxx uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
spam,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptxt
ham,pls give prometazine syrup 5mls ltgt mins later feed
spam,would like see xxx pics hot nearly banned uk
spam,congratulations thanks good friend u 2000 xmas prize 2 claim easy call 08718726971 10p per minute btnationalrate
ham,oh shut omg yesterday dream 2 kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face
spam,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
ham,go 4 e normal pilates intro
spam,tbspersolvo chasing us since sept for38 definitely paying thanks information ignore kath manchester
spam,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
spam,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 infowww100percentrealcom
ham,ive sent wife text buy shell tell relax go get wkend
ham,alright tylers got minor crisis home sooner thought asap
spam,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705
ham,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
ham,wat late still early mah juz go 4 dinner lor aiya dunno
spam,discount code rp176781 stop messages reply stop wwwregalportfoliocouk customer services 08717205546
ham,got new job bar airport satsgettin 447per hour means lie keep touch
ham,please give us connection today ltdecimalgt refund bill
spam,urgent mobile 077xxx 2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
spam,please call 08712402578 immediately urgent message waiting
spam,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680offer ends 28thfebtcs apply
ham,ywhere u dogbreath sounding like jan c thats al
ham,li hai bored da lecturer repeating last weeks stuff waste time
spam,someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p
spam,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
ham,minimum walk 3miles day
ham,dont thnk wrong calling us
ham,long fuckin showr
ham,told going got drunk
ham,bring home wendy
ham,dont want hear anything
spam,please call 08712402779 immediately urgent message waiting
spam,urgent mobile awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
spam,guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx
ham,let know youve got money carlos make call
spam,receiving weeks triple echo ringtone shortly enjoy
spam,wow boys r back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u
spam,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
spam,customer service annoncement new years delivery waiting please call 07046744435 arrange delivery
ham,maybe woke fucking 3 wouldnt problem
spam,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx
spam,87077 kick new season 2wks free goals news ur mobile txt ur club name 87077 eg villa 87077
ham,juz remembered gotta bathe dog today
spam,ur awarded city break could win 200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawkage16150perwksub
spam,win 200 shopping spree every week starting 2 play text store 88039 skilgme tscs08714740323 1winawk age16 150perweeksub
ham,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
spam,todays voda numbers ending 1225 selected receive 50award match please call 08712300220 quoting claim code 3100 standard rates app
spam,fantasy football back tv go sky gamestar sky active play 250k dream team scoring starts saturday register nowsky opt 88088
spam,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
spam,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
ham,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune
spam,lookatme thanks purchase video clip lookatme youve charged 35p think better send video mmsto 32323
ham,hi princess thank pics pretty
ham,usf guess might well take 1 car
ham,call later dont network urgnt sms
ham,jus finish bathing
spam,good luck draw takes place 28th feb 06 good luck removal send stop 87239 customer services 08708034412
ham,watching cartoon listening music amp eve go temple amp church u
spam,private 2003 account statement 07753741225 shows 800 unredeemed points call 08715203677 identifier code 42478 expires 241004
spam,urgent urgent 800 free flights europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
ham,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money
spam,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
ham,thts wat wright brother fly
ham,lol enjoy role playing much
ham,hey whats charles sorry late reply
ham,came look flat seems ok 50s away alot wiv work got woman coming 630
ham,convey regards
ham,finally came fix ceiling
ham,yessura sun tvlol
spam,guess somebody know secretly fancies wanna find give us call 09065394514 landline datebox1282essexcm61xn 150pmin 18
spam,gent trying contact last weekends draw shows 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
spam,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p
ham,thats cool gentleman treat dignity respect
spam,dont forget place many free requests 1stchoicecouk wish information call 08707808226
ham,aww thats first time u said u missed without asking missed u first love
spam,congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm dont miss
spam,88066 88066 lost 3pound help
ham,yes glad made
spam,ur chance win 250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
spam,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,good trip watch remember get back must decide easter
ham,k sent
spam,account credited 500 free text messages activate txt word credit 80488 tcs www80488biz
spam,hi customer loyalty offerthe new nokia6650 mobile 10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
ham,alex knows guy sells mids hes south tampa dont think could set like 8
ham,im movie call 4 wat
ham,sorry da thangamits mistake
spam,cds 4u congratulations ur awarded 500 cd gift vouchers 125 gift guaranteed freeentry 2 100 wkly draw xt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,haha got fast lose weight thk muz go 4 month den got effect geelater go aust put bk e weight
ham,sleepingand surfing
spam,1 new voicemail please call 08719181503
spam,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag 84199 optout txt eng stop box39822 w111wx 150
ham,knowhe watching film computer
spam,adult 18 content video shortly
spam,hi mandy sullivan calling hotmix fmyou chosen receive 500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else
spam,urgent please call 09061213237 landline 5000 cash 4 holiday await collection cs sae po box 177 m227xy 16
spam,yes place town meet exciting adult singles uk txt chat 86688 150pmsg
ham,got another job one hospital data analysis something starts monday sure thesis got finished
ham,free call pa
ham,hey tell blakes address carlos wanted meet got lost hes answering phone
ham,tot group mate lucky havent reply wat time need leave
spam,uve selected stay 1 250 top british hotels nothing holiday valued 350 dial 08712300220 claim national rate call bx526 sw73ss
spam,claim 200 shopping spree call 08717895698 mobstorequiz10ppm
spam,8007 25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,sorry ill call later
spam,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
ham,wats ur opinion abt abt character
ham,nofew hours beforewent hair cut
ham,aiyah e rain like quite big leh drizzling least run home
spam,urgent mobile number 2000 bonus caller prize 100603 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm
ham,cinema plus drink appeal tomo fr thriller director like mac 830
ham,aight ill ask roommates
spam,next month get upto 50 calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost 150 min mobcudb
spam,people dogging area call 09090204448 join like minded guys arrange 1 theres 1 evening a150 minapn ls278bb
spam,want funk ur fone weekly new tone reply tones2u 2 text wwwringtonescouk original n best tones 3gbp network operator rates apply
spam,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player 500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
spam,todays vodafone numbers ending 4882 selected receive 350 award number matches call 09064019014 receive 350 award
ham,electricity went fml
spam,fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website x
ham,yay finally lol missed cinema trip last week
ham,need lar go engin cos sis arts today
ham,sir send group mail check
spam,4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost150pm max10mins
ham,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat
ham,didnt tell thatnow im thinking plus hes going stop runs
spam,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hours
spam,123 congratulations weeks competition draw u 1450 prize claim call 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm
ham,alright im outhave good night
spam,specially selected receive 3000 award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo
spam,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
ham,thats alrite girl u know gail neva wrongtake care sweet dont worryc u l8tr hunlove yaxxx
spam,todays voda numbers ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rates apply
ham,hello lover goes new job happy think wake slave send teasing kiss across sea
spam,win 1000 cash prize prize worth 5000
spam,xmas new years eve tickets sale club day 10am till 8pm thurs fri sat night week theyre selling fast
spam,loan purpose 500 75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
spam,bloomberg message center 447797706009 wait apply future httpcareers bloombergcom
spam,want cock hubbys away need real man 2 satisfy txt wife 89938 strings action txt stop 2 end txt rec 150ea otbox 731 la1 7ws
spam,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 call2optoutf4q
ham,gifts trying get throw cliff something
spam,claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx calls1minmoremobsemspobox45po139wa
spam,someone u know asked dating service 2 contact cant guess call 09058097189 revealed pobox 6 ls15hb 150p
spam,credits topped httpwwwbubbletextcom renewal pin tgxxrz
spam,urgent ur awarded complimentary trip eurodisinc trav acoentry41 1000 claim txt dis 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj
spam,todays offer claim ur 150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 300 sub 16 unsub reply x
spam,dear subscriber ur draw 4 100 gift voucher b entered receipt correct ans elvis presleys birthday txt answer 80062
ham,wot u 2 bitch
spam,83039 62735450 uk break accommodationvouchers terms conditions apply 2 claim mustprovide claim number 15541
ham,much gave morning
spam,send logo 2 ur lover 2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ads 150p
spam,twinks bears scallies skins jocks calling dont miss weekends fun call 08712466669 10pmin 2 stop texts call 08712460324nat rate
ham,well officially philosophical hole u wanna call home ready saved
ham,cant keep talking people sure pay agree price pls tell want really buy much willing pay
spam,text pass 69669 collect polyphonic ringtones normal gprs charges apply enjoy tones
spam,pdatenow double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl
ham,try get lost fact tee hee
ham,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
ham,cool text head
spam,records indicate u maybe entitled 5000 pounds compensation accident claim 4 free reply claim msg 2 stop txt stop
ham,yeah thats thought lemme know anythings goin later
spam,private 2003 account statement shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
spam,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae tcs james 28 eh74rr
ham,date sunday
spam,freemsg hey u got 1 videopic fones reply wild txt ill send u pics hurry im bored work xxx 18 150prcvd stop2stop
spam,call 09095350301 send girls erotic ecstacy 60pmin stop texts call 08712460324 nat rate
spam,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx
